radius_m,manipulability,ee_x,ee_y,ee_z
0.8697,0.083956,1.0052,0.0001,0.7922
0.6327,0.122541,0.852,-0.3119,0.3278
0.7403,0.079122,0.4288,0.5868,0.7101
0.6275,0.047052,0.6351,0.2759,0.7335
1.0765,0.057378,0.3058,-0.5779,1.1896
1.1443,0.038645,0.3943,0.354,1.3635
1.1658,0.021777,0.4099,0.2648,1.4097
0.7136,0.066041,0.1849,-0.3116,0.9123
0.9869,0.039159,0.0883,0.1169,1.236
0.2388,0.028136,0.3957,-0.1709,0.4209
0.963,0.021887,0.1353,-0.83,0.743
0.3879,0.027744,0.5714,0.0715,0.5495
0.9502,0.073015,0.5282,-0.7624,0.8036
0.8813,0.094418,0.4565,0.6768,0.8201
0.9942,0.028209,0.178,-0.8141,0.8402
0.78,0.088446,0.3605,0.335,0.9809
0.6382,0.063097,0.6853,0.4825,0.4398
1.0357,0.095255,0.5222,0.1428,1.2817
0.9851,0.078545,-0.251,-0.3634,1.0106
1.0332,0.061357,0.2436,0.4735,1.1953
0.851,0.065664,-0.0382,0.4725,0.8987
0.8797,0.03948,0.1895,0.4002,1.0541
1.1327,0.027177,0.0265,-0.3392,1.3256
0.7798,0.114803,0.974,-0.3457,0.4776
1.0156,0.060941,-0.0512,-0.3207,1.1772
0.9337,0.03671,0.6335,0.1438,1.1407
0.7983,0.111054,0.9146,0.3581,0.644
0.9107,0.117406,0.9838,0.1908,0.8525
1.0971,0.029398,0.14,-0.6208,1.1715
0.5579,0.092413,0.7272,-0.16,0.6054
0.5433,0.047707,0.1441,-0.3959,0.6194
0.9215,0.031253,0.0699,-0.2507,1.1363
1.03,0.095961,0.6966,0.0465,1.2303
0.9526,0.022198,-0.3818,0.5021,0.71
0.8541,0.068886,0.2156,0.3205,1.066
0.7121,0.075306,-0.3632,-0.2417,0.1968
1.1063,0.039718,0.6009,-0.27,1.3111
1.0557,0.057896,0.9214,0.2947,1.0819
0.6603,0.079932,0.9429,0.0907,0.4108
0.6498,0.110491,0.841,0.2215,0.5663
0.8853,0.039299,0.2773,0.2698,1.1221
0.4059,0.024797,0.4622,-0.1858,0.6048
0.74,0.042787,-0.0958,-0.2571,0.8493
0.9716,0.060523,0.6366,0.3198,1.1335
0.3501,0.054254,-0.0128,-0.068,0.4176
0.8655,0.090318,1.0386,-0.1459,0.7118
0.4497,0.017978,0.4144,0.1066,0.7017
1.0443,0.027263,0.4436,0.1249,1.3068
0.4757,0.055019,-0.0869,-0.1355,0.5187
1.0208,0.070403,0.2169,-0.609,1.0965
0.9368,0.086548,0.993,-0.1826,0.8867
0.3574,0.025482,0.1488,0.2087,0.5242
0.3843,0.033954,0.0839,0.2061,0.5178
0.8841,0.092195,0.1557,-0.8028,0.6254
1.0458,0.077421,0.8068,0.4115,1.0973
0.5083,0.106747,0.1423,-0.4769,0.1938
1.1629,0.02271,0.111,-0.224,1.4054
0.5278,0.10063,0.7557,-0.2681,0.2311
0.6133,0.089022,-0.1988,0.2371,0.5403
0.5722,0.059124,0.8029,-0.0003,0.5573
0.8357,0.087448,-0.3495,-0.2004,0.7641
0.7464,0.046593,0.7354,0.2751,0.821
0.6234,0.035007,0.28,0.4886,0.6638
1.0821,0.077188,0.8229,-0.2085,1.2059
0.8375,0.076702,0.7147,0.52,0.7885
0.7994,0.097072,0.2442,-0.462,0.9314
0.9925,0.031622,0.4411,-0.0182,1.2626
0.4204,0.049489,0.624,-0.1421,0.5117
0.4893,0.022001,0.2558,-0.2075,0.7217
0.5485,0.076499,-0.2439,-0.0293,0.3214
0.9974,0.087231,0.5514,0.6309,1.0093
0.8051,0.056142,0.3775,-0.1272,1.0718
0.7865,0.082319,0.1637,-0.5273,0.849
0.8763,0.082116,-0.0148,0.7421,0.6165
0.6741,0.079033,-0.334,-0.2029,0.3763
0.7002,0.1133,-0.3333,0.0029,0.5736
0.5345,0.043767,0.5687,-0.2484,0.6726
0.4068,0.0615,0.0448,0.2691,0.4399
1.037,0.105548,0.7013,0.3222,1.1806
0.8458,0.109191,0.4989,-0.5813,0.8644
0.5389,0.125574,0.0082,-0.4538,0.285
0.384,0.095831,0.35,0.3778,0.2521
0.5203,0.029658,0.0125,-0.2565,0.6294
1.0309,0.04512,0.5895,-0.113,1.2639
0.6865,0.075825,0.7977,-0.1026,0.7446
0.8223,0.048875,-0.1208,0.2787,0.9266
0.6775,0.049,0.1662,-0.3863,0.8213
1.1484,0.028884,0.2237,0.3245,1.3781
0.8221,0.082169,0.4655,-0.6396,0.7731
0.786,0.04651,-0.1774,0.2839,0.833
0.9806,0.105215,0.5719,0.2449,1.1898
0.9078,0.054839,0.5175,0.483,1.0163
0.2319,0.0485,0.255,0.2244,0.2666
0.9081,0.099079,-0.2298,0.4882,0.8285
0.6723,0.076954,-0.2533,-0.3383,0.4543
0.9429,0.101761,0.0494,-0.2304,1.1592
0.5322,0.069305,0.686,-0.2253,0.5737
1.0793,0.061627,0.7658,-0.2284,1.2282
0.7359,0.04895,-0.2356,0.0433,0.7802
0.3613,0.066239,-0.0434,-0.0346,0.3797
0.7746,0.034428,0.8171,0.2635,0.7942
0.8107,0.048072,-0.1643,-0.0514,0.9411
0.9795,0.027977,0.0795,0.0058,1.2338
0.5084,0.033475,0.5118,0.2986,0.6322
0.7545,0.063788,0.1746,0.0029,1.0236
0.4899,0.022292,0.0616,0.0823,0.6982
0.6858,0.144158,-0.2284,0.4239,0.3644
0.8947,0.048028,-0.0472,-0.3161,1.0415
0.8959,0.07135,-0.0116,0.4464,0.989
0.2971,0.036163,0.3988,0.2074,0.4671
0.9742,0.03007,0.0575,-0.8014,0.7806
1.0566,0.026486,0.4527,0.0837,1.3223
1.0062,0.04572,0.539,-0.1886,1.24
0.9607,0.078061,-0.0469,-0.4125,1.0755
0.981,0.108708,0.4043,-0.111,1.2496
0.7661,0.115617,0.9164,-0.3554,0.5716
0.5605,0.052989,-0.1423,-0.0083,0.6212
0.5524,0.072587,0.7229,0.2071,0.5705
1.0525,0.067119,0.0851,-0.495,1.1843
1.0836,0.055891,-0.0961,0.059,1.2859
1.1187,0.063811,0.5284,-0.2754,1.341
0.3564,0.043067,0.5623,-0.0583,0.5172
1.1248,0.040796,-0.0449,-0.1295,1.3422
0.8395,0.057442,0.4771,0.5135,0.9189
0.6773,0.113428,-0.3478,0.0148,0.4689
0.7418,0.06956,0.0673,-0.1036,0.9763
1.0282,0.111555,0.1664,0.3035,1.2522
0.3309,0.0265,0.4547,-0.1807,0.5134
0.801,0.148482,-0.2106,0.3612,0.7764
0.7219,0.040256,0.5276,-0.2213,0.9299
0.8486,0.086713,0.3996,0.0717,1.1198
0.7973,0.083823,0.8314,0.4398,0.6804
0.567,0.096327,-0.0969,0.3501,0.475
0.9939,0.072754,-0.3204,0.4551,0.9052
0.9949,0.040467,-0.0173,-0.0591,1.2204
0.8339,0.045159,0.8204,-0.1337,0.9201
1.1121,0.021081,-0.1515,-0.4043,1.2123
1.092,0.049026,0.5168,0.1997,1.3315
1.1584,0.013673,0.285,-0.0644,1.4366
0.8963,0.073634,1.0083,0.4334,0.6193
0.9009,0.044011,-0.0286,0.4267,0.9997
